Channel_Name,Country,Primary_Game,Secondary_Game,Subscribers,Total_Views,Video_Count,Avg_Views_Per_Video,Channel_Age_Years,Upload_Freq_Per_Week,Avg_Video_Length_Minutes,Likes_Per_Video_Avg,Comments_Per_Video_Avg,Engagement_Rate_Percent,Language,Top_Video_Views,Last_Upload_Date
MsAce8231Official,Russia,Hearthstone,Dota 2,15281,12926389,286,45197,2,1,16,1545,1041,5.72,Hindi,651626,05-05-2025
OGHunter23Clips,Russia,League of Legends,League of Legends,12968,36533927,329,111045,12,4,11,10080,723,9.73,Indonesian,1651508,25-07-2025
FNQueen4504Channel,Japan,Fortnite,,1428,3459501,299,11570,7,3,8,1252,277,13.22,Spanish,303834,18-07-2025
ProGamer6331Clips,India,Dota 2,,529,1266109,344,3680,11,7,2,175,30,5.57,Portuguese,172364,18-05-2025
MsShadow4849Gaming,UK,Esports News,,1116,3645794,315,11573,9,2,13,440,259,6.04,English,549105,01-08-2025
GGSniper8628Network,Japan,Esports News,Hearthstone,4080,6037969,311,19414,9,1,11,1864,355,11.43,Filipino,440084,16-07-2025
RealShadow357Plays,Vietnam,Grand Theft Auto V,Apex Legends,7138,4700774,327,14375,11,2,8,551,415,6.72,Korean,250345,04-05-2025
RealShadow4304Channel,Philippines,Roblox,,500,1429513,329,4345,6,1,12,104,25,2.97,English,89410,14-07-2025
OGGamer6386Plays,UK,Rocket League,Overwatch,2942,168769,328,514,1,1,17,42,6,9.34,Filipino,6791,20-03-2025
OfficialBlade7763Gaming,USA,PUBG Mobile,,3838,9691211,307,31567,6,2,19,1388,212,5.07,English,323838,12-06-2025
TheGamer2499Network,Spain,Grand Theft Auto V,Rainbow Six Siege,1912,1205629,314,3839,5,7,3,142,103,6.38,Filipino,133699,30-05-2025
MsBlade7740Esports,Russia,PUBG Mobile,,23530,21318095,311,68546,4,1,10,8099,1360,13.8,Spanish,992035,10-07-2025
FNNinja896Live,China,Mobile Legends,,5853,29507658,276,106911,12,1,18,5258,1964,6.76,Filipino,4473794,02-04-2025
MsQueen4387Gaming,Mexico,Grand Theft Auto V,Counter-Strike 2,24253,20760975,315,65907,6,7,22,7272,546,11.86,English,914151,14-07-2025
ProFury3520TV,Turkey,Teamfight Tactics,Sim Racing,2110,5564936,308,18067,6,2,7,683,311,5.5,English,513228,19-07-2025
MsNinja4232Highlights,Russia,Battlefield,,13359,21961516,305,72004,6,7,20,7337,1077,11.69,Portuguese,2598519,23-07-2025
FNKing9513Network,Germany,Teamfight Tactics,Rocket League,40786,17519141,326,53739,2,1,4,3772,692,8.31,Filipino,1791008,01-08-2025
FNRogue7370Clips,Russia,Fortnite,Minecraft,24311,59238100,298,198785,7,2,19,5538,4831,5.22,Portuguese,1479285,26-06-2025
ProWizard3763Channel,Philippines,League of Legends,,519,422726,330,1280,4,1,10,119,8,9.92,Korean,19447,30-06-2025
RealWizard1746Clips,USA,Apex Legends,,1986,4916059,295,16664,12,10,21,1819,352,13.03,Spanish,46553,20-05-2025
RealHunter4734Highlights,Turkey,Rocket League,Dota 2,1715,5866640,317,18506,9,7,9,671,473,6.18,Russian,561390,05-07-2025
xStorm6628Plays,USA,Fortnite,,6521,12352371,295,41872,10,5,10,3875,1159,12.02,Korean,1322177,09-08-2025
OfficialShadow71Network,Japan,PUBG Mobile,PUBG Mobile,8938,2508855,335,7489,2,1,11,483,177,8.81,Spanish,185974,02-06-2025
MrAce3673Esports,South Korea,Apex Legends,FIFA,778,1608284,306,5255,5,7,3,501,63,10.73,Russian,170451,28-05-2025
TheHunter7388TV,South Korea,League of Legends,Fortnite,3322,5480196,325,16862,4,7,2,1541,337,11.14,Indonesian,722733,23-06-2025
OGFury1071TV,Malaysia,FIFA,Esports News,500,1232611,311,3963,9,2,15,89,33,3.08,Spanish,56335,08-08-2025
GGAce5697Network,Malaysia,Fortnite,Sim Racing,29944,34375116,301,114203,4,4,18,4325,905,4.58,Hindi,3178964,24-06-2025
MsHunter3956Official,South Korea,Fortnite,Minecraft,1313,3815414,321,11886,8,10,16,797,249,8.8,Russian,100909,07-06-2025
xKing594Highlights,Spain,CS:GO Classics,Valorant,3259,7278609,331,21989,8,2,4,2492,577,13.96,German,291737,30-04-2025
xAce8747Live,France,Hearthstone,League of Legends,1816,2589630,330,7847,6,1,15,425,52,6.08,Japanese,130518,19-06-2025
FNHunter5445Highlights,Pakistan,Fortnite,Battlefield,18650,55692897,318,175134,6,7,6,14516,1339,9.05,Filipino,6334703,07-06-2025
OfficialHunter1551Channel,Turkey,Grand Theft Auto V,Grand Theft Auto V,500,640410,315,2033,11,2,14,43,38,3.98,English,18408,05-06-2025
TheBlade3701Gaming,UK,Call of Duty,Esports News,2902,7353147,303,24267,8,10,19,2211,253,10.15,Japanese,859610,12-04-2025
MrAce6366Live,India,Valorant,TFT,2516,13545289,312,43414,12,3,14,3486,881,10.06,Spanish,281980,06-04-2025
OfficialAce1007Live,Canada,Overwatch,Mobile Legends,1442,6216406,301,20652,12,0.5,21,1890,214,10.19,English,715073,01-04-2025
OfficialSniper4762Clips,Spain,PUBG Mobile,Fortnite,47191,210667931,303,695273,10,2,11,76804,5501,11.84,Portuguese,27520260,17-07-2025
GGHunter7601Clips,Russia,Rainbow Six Siege,Dota 2,720,1304752,325,4014,9,4,11,139,74,5.31,Filipino,181812,19-03-2025
FNNinja9199Gaming,USA,Apex Legends,,10248,8833614,315,28043,5,0.5,12,1294,744,7.27,Hindi,1173329,13-07-2025
MrGamer9567Highlights,Canada,Valorant,FIFA,5271,25109980,304,82598,11,2,4,9876,1827,14.17,Japanese,2700563,26-07-2025
GGWizard4451Network,Canada,Esports News,,22436,5100859,296,17232,1,1,10,613,438,6.1,Indonesian,685954,02-07-2025
GGNinja8467Esports,Malaysia,Grand Theft Auto V,,1025,378590,287,1319,1,3,10,121,15,10.31,Indonesian,48148,21-03-2025
xSniper199TV,Russia,Rocket League,,922,214801,315,681,2,7,10,62,18,11.75,English,16832,07-06-2025
RealHunter1746Network,Germany,Counter-Strike 2,Apex Legends,17218,67172093,295,227702,10,3,14,20105,3284,10.27,Russian,9055726,18-06-2025
ProAce7472Esports,Spain,Fighting Games,,5887,17486873,324,53971,10,4,3,2306,1420,6.9,Hindi,121768,06-07-2025
MsAce1177Esports,China,Esports News,,500,427188,327,1306,5,2,5,54,21,5.74,Russian,53031,08-08-2025
MsSniper3636Official,Thailand,Grand Theft Auto V,,1257,1370264,324,4229,4,3,19,366,49,9.81,German,196040,17-06-2025
MsBlade9407Gaming,USA,Rainbow Six Siege,Mobile Legends,5531,2011207,312,6446,1,3,2,248,74,5,German,295591,10-07-2025
OfficialWizard3233Official,Spain,Overwatch,Rocket League,11389,2521473,307,8213,4,4,16,707,157,10.52,English,410082,27-05-2025
RealPlay606Gaming,USA,Mobile Legends,FIFA,1005,1354177,333,4066,4,7,10,281,28,7.6,German,62546,18-07-2025
MsRogue1692Esports,USA,Grand Theft Auto V,Teamfight Tactics,500,1468579,304,4830,10,3,13,283,136,8.67,Japanese,41377,12-07-2025
xShadow7248Plays,India,Grand Theft Auto V,Rainbow Six Siege,6885,4107006,348,11801,4,10,21,590,139,6.18,Portuguese,302605,16-07-2025
xWizard6933Channel,Brazil,Roblox,League of Legends,500,194420,299,650,1,5,11,74,8,12.62,Portuguese,11986,26-06-2025
ProAce4556Network,Vietnam,Battlefield,League of Legends,500,839508,298,2817,9,1,16,199,30,8.13,Korean,67464,07-08-2025
FNAce2789Channel,India,FIFA,,500,261881,342,765,3,2,12,58,3,7.97,Korean,14854,12-07-2025
xNinja4696Esports,Mexico,League of Legends,Fighting Games,10963,11491340,308,37309,4,7,11,4287,832,13.72,Korean,1605868,16-02-2025
OfficialShadow5844Network,France,League of Legends,Roblox,3662,6486635,306,21198,5,7,11,1810,418,10.51,Korean,594565,16-05-2025
OGPlay9698TV,France,Hearthstone,,2077,6803971,288,23624,7,2,16,2735,596,14.1,Portuguese,946360,10-06-2025
MrSniper4577Clips,Japan,Dota 2,Roblox,27513,18754636,344,54519,6,4,8,1670,328,3.66,Japanese,889130,07-06-2025
RealFury3823Esports,Indonesia,Rainbow Six Siege,,8264,9437928,285,33115,5,2,5,3465,934,13.28,English,693605,17-07-2025
GGNinja9252Network,Mexico,Sim Racing,League of Legends,39580,25377213,326,77844,8,1,12,4167,1033,6.68,Portuguese,1225752,29-06-2025
MrQueen5611Plays,Canada,Overwatch,,500,195673,307,637,1,7,13,64,17,12.72,Japanese,30977,09-05-2025
OGStorm3749Official,Thailand,Teamfight Tactics,,2820,4964211,314,15809,7,7,2,1668,121,11.32,Hindi,369616,26-07-2025
FNShadow7866Gaming,Malaysia,FIFA,,500,2208708,300,7362,12,2,12,347,173,7.06,Korean,159514,05-07-2025
ProPlay3459Official,Pakistan,Grand Theft Auto V,Call of Duty,2065,2415895,313,7718,6,0.5,5,469,150,8.02,Spanish,326571,02-07-2025
RealBlade3995Live,France,Minecraft,,2002,9468199,299,31666,11,5,16,2932,441,10.65,Filipino,1214073,19-07-2025
ProGamer908Official,Russia,League of Legends,Teamfight Tactics,8124,11807122,316,37364,5,2,2,1117,260,3.69,Russian,1725342,31-05-2025
OfficialWizard9596Live,India,Teamfight Tactics,Grand Theft Auto V,3206,10651501,340,31327,7,1,24,2993,630,11.57,Japanese,1196953,25-06-2025
FNStorm6304Live,Canada,Counter-Strike 2,,8082,2072222,340,6094,3,1,10,189,34,3.66,Spanish,113705,05-08-2025
MrBlade3514Network,India,Overwatch,Fortnite,9186,2585166,302,8560,1,1,7,953,150,12.89,Korean,141129,07-06-2025
MrQueen1830Highlights,China,CS:GO Classics,Counter-Strike 2,93703,333033931,298,1117563,9,4,10,53233,22468,6.77,Portuguese,38957420,01-07-2025
FNSniper7478Network,Vietnam,CS:GO Classics,,1799,1151607,286,4026,2,1,15,312,93,10.06,Russian,33105,13-07-2025
RealShadow7446Network,Thailand,Apex Legends,Apex Legends,661,399490,330,1210,10,1,17,38,36,6.12,Hindi,7578,02-06-2025
RealWizard4972Official,Vietnam,Dota 2,,4419,6463482,322,20072,3,7,10,942,230,5.84,Filipino,805561,01-05-2025
MrQueen2536TV,Spain,FIFA,,825,1215843,347,3503,8,7,3,211,45,7.31,Indonesian,113929,22-06-2025
OfficialRogue8116Plays,UK,Sim Racing,Mobile Legends,31924,62127311,306,203030,12,1,5,13949,2746,8.22,Spanish,2539021,18-03-2025
TheFury9178Network,Malaysia,Overwatch,,1894,5086279,340,14959,10,1,14,299,348,4.33,Hindi,510639,05-04-2025
OGPlay8619TV,South Korea,PUBG Mobile,Call of Duty,1206,3190762,321,9940,9,3,18,1082,281,13.71,Russian,167535,07-08-2025
MrPlay5400Clips,Thailand,Counter-Strike 2,Counter-Strike 2,1402,1660653,295,5629,3,1,19,116,165,4.99,Indonesian,88032,09-07-2025
RealPlay2514Channel,UK,TFT,Valorant,9409,12813541,315,40677,6,1,13,3960,1165,12.6,English,615208,30-07-2025
MsKing6358Clips,Thailand,Counter-Strike 2,Grand Theft Auto V,2316,4020286,316,12722,7,2,18,853,343,9.4,Indonesian,334905,12-06-2025
GGSniper1516TV,Brazil,Roblox,,1067,310211,335,926,1,7,23,67,27,10.15,Korean,43693,19-04-2025
OfficialQueen1282Live,Germany,Dota 2,,42811,68168784,305,223504,7,7,19,9124,3218,5.52,Portuguese,10621911,25-06-2025
RealNinja9446Esports,Philippines,Counter-Strike 2,Valorant,757,1397563,315,4436,4,5,18,358,127,10.93,Korean,125212,31-05-2025
RealGamer2038Live,Mexico,Mobile Legends,PUBG Mobile,3155,6831574,341,20033,5,4,7,1476,481,9.77,Filipino,875230,16-06-2025
MsWizard6399Official,USA,Rainbow Six Siege,Fortnite,8464,17248830,311,55462,8,4,18,2020,510,4.56,Korean,1455927,28-07-2025
MsAce7053Official,UK,Minecraft,Minecraft,500,100175,278,360,4,2,15,15,2,4.72,Russian,9222,20-05-2025
ProBlade5962Official,Spain,Counter-Strike 2,FIFA,6427,11707950,338,34638,4,3,16,924,358,3.7,Hindi,132749,03-08-2025
GGKing1660Clips,India,Grand Theft Auto V,,551,467034,308,1516,8,3,20,40,37,5.08,Hindi,57251,07-08-2025
MsPlay3752Channel,Germany,PUBG Mobile,Dota 2,11119,8896900,315,28244,5,4,14,603,587,4.21,English,920394,30-06-2025
OGSniper9954Gaming,Russia,Overwatch,Dota 2,638,453857,299,1517,6,1,11,63,16,5.21,Hindi,29768,26-07-2025
TheShadow1990TV,Malaysia,PUBG Mobile,League of Legends,9031,14187737,291,48755,12,1,6,4288,1148,11.15,Portuguese,441468,05-05-2025
MrStorm5555Esports,Canada,TFT,Rocket League,17489,79124500,293,270049,11,7,10,13940,2304,6.02,Korean,13377793,14-06-2025
ProHunter9625Channel,France,Sim Racing,Minecraft,11828,18379271,299,61469,5,2,13,3336,1570,7.98,Portuguese,2532676,23-07-2025
GGWizard3080Clips,South Korea,Minecraft,,4456,2139962,295,7254,1,1,14,240,180,5.79,Japanese,232915,27-06-2025
OGGamer4309Highlights,Russia,Hearthstone,League of Legends,2058,2220743,282,7874,7,2,13,610,230,10.67,Portuguese,22031,02-07-2025
MrNinja6565Gaming,Brazil,CS:GO Classics,,1185,1909288,310,6158,6,1,18,333,53,6.27,Hindi,269407,20-05-2025
RealPlay9709Official,Russia,Rocket League,Hearthstone,31371,30733714,318,96646,2,1,17,8469,2673,11.53,German,3022179,05-06-2025
GGQueen9765Highlights,France,League of Legends,,973,4515591,316,14289,11,1,12,1345,193,10.76,German,136950,28-04-2025
MsAce1666Esports,Spain,Battlefield,Fortnite,567,1499794,289,5189,7,3,7,407,79,9.37,Spanish,213152,23-04-2025
OfficialKing5369Plays,Japan,TFT,Apex Legends,8643,7002844,304,23035,6,1,14,1096,384,6.43,Spanish,713433,17-04-2025
OGSniper81Highlights,Indonesia,Roblox,Fighting Games,833,1650308,311,5306,5,3,25,375,109,9.12,Indonesian,145805,12-07-2025
RealWizard3889Plays,Spain,Valorant,Apex Legends,651,1074953,303,3547,8,1,14,160,105,7.47,Indonesian,30922,26-03-2025
OfficialKing2168Esports,UK,Teamfight Tactics,,500,721854,297,2430,5,0.5,10,268,48,13,Portuguese,34570,28-07-2025
MsQueen1623Clips,UK,Grand Theft Auto V,Hearthstone,1376,4905918,309,15876,11,7,15,1534,447,12.48,English,557924,10-07-2025
GGHunter6514Clips,Japan,Apex Legends,,2611,1693043,304,5569,2,4,16,385,63,8.04,Japanese,104734,20-07-2025
FNStorm5933Esports,Germany,Sim Racing,,4398,9946575,293,33947,6,3,16,3956,507,13.15,German,632579,22-06-2025
OGStorm9902Highlights,India,Mobile Legends,Call of Duty,13658,56997446,307,185659,12,0.5,20,13864,3269,9.23,Hindi,1977788,25-06-2025
ProBlade391Plays,Spain,Rainbow Six Siege,,6925,559310,314,1781,1,1,14,94,23,6.57,Indonesian,21157,06-07-2025
FNStorm6381Gaming,Thailand,FIFA,,2196,2808751,293,9586,5,5,20,283,282,5.89,Hindi,329427,27-03-2025
ProAce785Plays,Russia,CS:GO Classics,Rainbow Six Siege,2170,4541502,330,13762,6,1,13,1023,318,9.74,Filipino,636471,15-07-2025
xGamer1821Official,UK,Rocket League,,6742,8645791,331,26120,7,5,21,2769,443,12.3,Korean,120331,31-07-2025
ProShadow5353TV,USA,FIFA,Overwatch,22836,8717666,329,26497,2,3,19,2826,630,13.04,Korean,679233,15-06-2025
MrShadow6804Clips,Mexico,Hearthstone,Rocket League,3648,386890,302,1281,1,4,18,103,21,9.68,English,61354,15-07-2025
xPlay9592Esports,Philippines,Rainbow Six Siege,Rocket League,1407,2012376,325,6191,6,3,17,367,33,6.46,Russian,171440,01-07-2025
MsFury9206Highlights,USA,Sim Racing,,608,901190,368,2448,3,2,26,208,45,10.33,English,54639,11-06-2025
OfficialGamer4135Network,Germany,Hearthstone,TFT,500,445984,277,1610,5,1,18,154,33,11.61,Japanese,25660,06-06-2025
FNKing8426Plays,South Korea,PUBG Mobile,,8656,30034235,305,98472,12,4,7,6022,2907,9.07,English,3763087,19-05-2025
xStorm1438Plays,Indonesia,Teamfight Tactics,Teamfight Tactics,7515,31781118,315,100892,11,5,13,6822,607,7.36,Portuguese,4537247,10-08-2025
RealAce769TV,UK,Counter-Strike 2,,7508,842003,307,2742,2,0.5,10,241,48,10.54,German,135763,25-04-2025
GGRogue2293Network,Germany,Hearthstone,,2426,1104309,276,4001,1,2,24,430,29,11.47,Spanish,67311,24-05-2025
RealRogue4964Esports,Mexico,FIFA,,28313,6340627,306,20721,1,2,20,2053,180,10.78,Russian,167980,08-06-2025
MrPlay9388Gaming,Pakistan,Rainbow Six Siege,Valorant,1373,6661966,317,21015,11,3,24,467,425,4.24,Japanese,771977,11-07-2025
FNAce9187Channel,Japan,CS:GO Classics,Valorant,13745,3712604,294,12627,4,1,7,409,136,4.32,Indonesian,528822,18-07-2025
MrSniper2095Official,USA,Overwatch,,2801,3236516,292,11083,10,7,19,1166,262,12.88,Spanish,486526,07-08-2025
RealKing3573Channel,Pakistan,Esports News,,1126,439451,315,1395,2,3,4,144,24,12.04,German,43246,29-03-2025
xAce4321TV,UK,Mobile Legends,Counter-Strike 2,7692,1580381,300,5267,1,7,2,310,55,6.93,Russian,253321,22-06-2025
OfficialRogue2046Esports,Philippines,PUBG Mobile,,5741,14863703,299,49711,6,5,10,3898,862,9.58,English,366885,19-05-2025
MsKing7639TV,South Korea,Minecraft,Rainbow Six Siege,5277,1161794,288,4034,4,1,21,446,20,11.55,Filipino,67700,04-06-2025
RealKing6762Esports,Vietnam,CS:GO Classics,,3394,11488700,328,35026,10,1,6,3893,930,13.77,Japanese,573920,30-06-2025
OGBlade6865Highlights,Spain,Esports News,,2805,3671989,344,10674,12,7,12,1049,56,10.35,Korean,225675,12-07-2025
xWizard2270Highlights,Brazil,Hearthstone,,136134,400659964,296,1353580,7,3,19,55441,7005,4.61,Japanese,51493372,20-07-2025
TheShadow8689Gaming,USA,Battlefield,Overwatch,19827,87316872,306,285349,11,0.5,17,26545,5789,11.33,Portuguese,847815,12-05-2025
GGStorm2289Network,USA,Fortnite,Rocket League,9476,15633379,306,51089,6,7,25,1538,1498,5.94,Indonesian,144751,10-07-2025
ProHunter3496Clips,Philippines,TFT,PUBG Mobile,3564,2596538,278,9340,5,2,12,1021,246,13.57,English,80213,12-06-2025
xRogue6515Esports,Germany,PUBG Mobile,,14934,50106993,317,158066,10,2,9,5518,1786,4.62,Japanese,1725487,03-05-2025
OfficialShadow7876Channel,Canada,Hearthstone,,6828,9858231,358,27536,12,2,5,2374,273,9.61,Hindi,1362473,25-07-2025
MrShadow3660Gaming,Canada,Fighting Games,Roblox,3108,5054007,314,16095,12,5,10,1304,332,10.16,German,231463,27-07-2025
ProStorm3107Gaming,Mexico,Overwatch,Minecraft,1834,7306886,326,22413,12,1,5,2189,573,12.32,Portuguese,536989,18-06-2025
MrNinja1907Highlights,Philippines,Fighting Games,CS:GO Classics,2618,15583994,337,46243,12,2,2,3475,649,8.92,German,156849,23-07-2025
MrWizard3912Gaming,Malaysia,Teamfight Tactics,,500,450977,313,1440,2,2,24,37,22,4.1,Hindi,67195,06-08-2025
MrRogue3102TV,UK,Counter-Strike 2,CS:GO Classics,4175,6615252,305,21689,5,5,12,1964,171,9.84,English,92416,20-05-2025
OGKing9986Network,Indonesia,League of Legends,,1364,3588784,305,11766,9,5,28,686,103,6.71,Hindi,533134,04-08-2025
FNShadow6781Live,Philippines,Fighting Games,Call of Duty,38111,171250206,284,602993,9,2,7,31372,11582,7.12,German,7003308,22-05-2025
MsHunter4488Official,Russia,Mobile Legends,Counter-Strike 2,3074,1821828,288,6325,2,3,9,753,47,12.65,Hindi,288595,03-02-2025
ProPlay3995Gaming,Japan,PUBG Mobile,,500,836683,312,2681,7,2,7,211,26,8.84,Filipino,47914,12-07-2025
TheFury9461Channel,Japan,Roblox,,2752,12639935,315,40126,10,3,8,3654,436,10.19,Spanish,998578,19-06-2025
xQueen9365Network,USA,Esports News,Fortnite,559,347436,319,1089,4,10,17,79,17,8.82,German,39341,23-06-2025
RealKing2944Clips,Malaysia,Counter-Strike 2,Hearthstone,6357,1790513,303,5909,3,3,15,573,36,10.31,Spanish,222603,19-05-2025
OGStorm8744Official,Germany,FIFA,,4748,17514164,321,54561,11,10,17,5194,954,11.27,English,198244,12-07-2025
TheKing6592Highlights,Brazil,Apex Legends,PUBG Mobile,13801,1285319,346,3714,1,4,20,318,104,11.36,German,10896,17-06-2025
MsShadow2865TV,Indonesia,Counter-Strike 2,,840,549150,325,1689,3,1,19,202,9,12.49,Hindi,29456,27-04-2025
MrWizard3939Clips,Vietnam,Esports News,Fortnite,3147,8329190,310,26868,11,5,6,1772,558,8.67,Portuguese,713507,29-05-2025
MsWizard4261Plays,Mexico,FIFA,,500,1333764,328,4066,9,1,9,368,105,11.63,Russian,178587,07-07-2025
FNPlay9301Official,Thailand,Teamfight Tactics,Dota 2,9158,40901653,302,135435,9,3,13,13513,1735,11.26,Indonesian,1447224,08-05-2025
OGPlay2711Esports,Japan,Fortnite,Esports News,6837,7152133,308,23221,7,3,34,1337,192,6.58,Spanish,461828,24-07-2025
TheBlade3032Official,USA,Rainbow Six Siege,,6589,4330759,302,14340,3,7,17,942,87,7.18,German,328372,12-05-2025
FNHunter4215Plays,Canada,Sim Racing,Counter-Strike 2,2988,981630,331,2965,3,1,13,346,62,13.76,Portuguese,75340,30-07-2025
OfficialNinja8524Gaming,Canada,Sim Racing,TFT,5788,7487960,312,23999,4,7,16,557,451,4.2,German,859948,08-08-2025
OfficialGamer4069Plays,Japan,Dota 2,Mobile Legends,38829,102592839,309,332015,7,7,8,17772,3563,6.43,English,15164900,04-06-2025
MrGamer8883Plays,Thailand,PUBG Mobile,,1889,3529675,281,12561,7,1,14,861,323,9.43,English,102949,02-07-2025
MrRogue1851Esports,Russia,Sim Racing,Call of Duty,3721,7172186,305,23515,12,7,18,473,549,4.35,German,577758,21-07-2025
xShadow5065Official,USA,Call of Duty,Esports News,524,2071265,331,6257,12,1,12,687,74,12.16,Japanese,308293,29-07-2025
RealFury760Channel,Spain,Roblox,Esports News,743,434834,305,1425,2,1,7,69,33,7.16,German,43831,31-03-2025
MrNinja399Clips,Vietnam,Battlefield,,3485,5312544,329,16147,12,7,12,739,179,5.69,Russian,690001,25-07-2025
FNQueen8516Highlights,Vietnam,Minecraft,,17436,20274306,303,66911,5,2,10,6827,1464,12.39,Portuguese,2991390,17-07-2025
ProBlade9207Official,India,Counter-Strike 2,Hearthstone,1978,3403882,337,10100,7,3,4,482,80,5.56,Russian,54640,20-03-2025
MsSniper1396Highlights,Canada,Counter-Strike 2,FIFA,2043,7038637,305,23077,7,3,9,1979,514,10.8,Japanese,578877,26-05-2025
OGBlade5698Live,USA,Dota 2,,1554,4029633,307,13125,6,1,4,1340,143,11.3,English,632224,14-06-2025
FNKing915Gaming,India,Esports News,CS:GO Classics,1266,4816710,310,15537,10,3,5,1542,300,11.86,Filipino,142387,08-07-2025
MrQueen2735Network,Mexico,Overwatch,,4778,21498594,315,68249,10,0.5,5,6701,635,10.75,Russian,753799,09-08-2025
MsRogue7847Clips,USA,Fighting Games,Grand Theft Auto V,500,2285807,304,7519,12,1,18,217,174,5.2,Spanish,197680,27-05-2025
FNAce2814Highlights,France,Mobile Legends,Hearthstone,23144,84527597,342,247156,8,7,21,6916,1611,3.45,Russian,2074169,20-06-2025
OGWizard1606Esports,Thailand,Teamfight Tactics,Rocket League,1027,229685,328,700,3,7,3,35,6,5.86,Hindi,30292,08-08-2025
TheAce4366Official,UK,Sim Racing,Battlefield,9462,2414984,330,7318,1,2,21,172,70,3.31,German,282574,09-06-2025
MrFury7668Live,Thailand,Hearthstone,,500,579156,288,2010,3,1,5,140,12,7.56,Russian,85986,30-07-2025
TheShadow6758Clips,Malaysia,Counter-Strike 2,,8691,29873697,332,89981,11,2,16,5351,2125,8.31,English,1930155,11-07-2025
TheQueen6502Esports,Japan,Esports News,Counter-Strike 2,8735,2250568,301,7476,2,7,14,565,220,10.5,Spanish,247101,03-06-2025
MrQueen369Official,India,Rocket League,,5512,2240313,272,8236,2,1,16,410,201,7.42,Indonesian,145770,08-07-2025
RealStorm3118TV,UK,FIFA,Hearthstone,607,234300,293,799,2,1,5,54,21,9.39,Hindi,4020,26-06-2025
OGRogue4866TV,Brazil,TFT,,4443,3723369,276,13490,5,7,2,721,69,5.86,Filipino,528700,21-07-2025
xRogue110TV,Vietnam,Call of Duty,League of Legends,500,102205,316,323,1,2,7,12,2,4.33,Japanese,15710,17-01-2025
TheWizard5235Highlights,Russia,Overwatch,Apex Legends,1989,5602694,304,18429,10,1,15,1565,349,10.39,Hindi,289809,01-07-2025
OGKing9658Highlights,Russia,Mobile Legends,,15476,26909115,321,83829,4,1,24,7321,2468,11.68,Russian,1325035,24-04-2025
FNSniper7675Clips,UK,Dota 2,Sim Racing,10665,40944502,288,142168,10,7,6,14632,3059,12.44,Hindi,1693793,16-06-2025
