Tournament Name,Game,Genre,Organizer,Frequency,Prize Pool (USD)_Adjusted,Year,Country,Prize Pool (USD)
Tekken 8 Championship 655,Tekken 8,Fighting,Krafton,Bi-Annual,3658189,2025,United States,3658189
Tekken 8 Championship 655,Tekken 8,Fighting,Krafton,Bi-Annual,2936847,2023,United States,2936847
Tekken 8 Championship 655,Tekken 8,Fighting,Krafton,Bi-Annual,3346239,2024,United States,3346239
Tekken 8 Championship 655,Tekken 8,Fighting,Krafton,Bi-Annual,3819732,2025,United States,3819732
Rocket League Championship 656,Rocket League,Sports,Valve,Quarterly,680954,2023,Germany,680954
Rocket League Championship 656,Rocket League,Sports,Valve,Quarterly,837462,2024,Germany,837462
Rocket League Championship 656,Rocket League,Sports,Valve,Quarterly,925383,2025,Germany,925383
Rocket League Championship 656,Rocket League,Sports,Valve,Quarterly,522612,2023,Germany,522612
Rocket League Championship 656,Rocket League,Sports,Valve,Quarterly,424164,2024,Germany,424164
Rocket League Championship 656,Rocket League,Sports,Valve,Quarterly,365735,2025,Germany,365735
Rocket League Championship 656,Rocket League,Sports,Valve,Quarterly,671086,2023,Germany,671086
Rocket League Championship 656,Rocket League,Sports,Valve,Quarterly,703879,2024,Germany,703879
Rocket League Championship 656,Rocket League,Sports,Valve,Quarterly,817247,2025,Germany,817247
Valorant Championship 657,Valorant,FPS,Krafton,Quarterly,2250000,2023,Saudi Arabia,2250000
Valorant Championship 657,Valorant,FPS,Krafton,Quarterly,2250000,2024,Saudi Arabia,2250000
Valorant Championship 657,Valorant,FPS,Krafton,Quarterly,2500000,2025,Saudi Arabia,2500000
Valorant Championship 657,Valorant,FPS,Krafton,Quarterly,2250000,2023,Saudi Arabia,2250000
Valorant Championship 657,Valorant,FPS,Krafton,Quarterly,2250000,2024,Saudi Arabia,2250000
Valorant Championship 657,Valorant,FPS,Krafton,Quarterly,2500000,2025,Saudi Arabia,2500000
Valorant Championship 657,Valorant,FPS,Krafton,Quarterly,2250000,2023,Saudi Arabia,2250000
Valorant Championship 657,Valorant,FPS,Krafton,Quarterly,2250000,2024,Saudi Arabia,2250000
Valorant Championship 657,Valorant,FPS,Krafton,Quarterly,2500000,2025,Saudi Arabia,2500000
Valorant Championship 658,Valorant,FPS,EA Sports,Quarterly,2250000,2023,China,2250000
Valorant Championship 658,Valorant,FPS,EA Sports,Quarterly,2250000,2024,China,2250000
Valorant Championship 658,Valorant,FPS,EA Sports,Quarterly,2500000,2025,China,2500000
Valorant Championship 658,Valorant,FPS,EA Sports,Quarterly,2250000,2023,China,2250000
Valorant Championship 658,Valorant,FPS,EA Sports,Quarterly,2250000,2024,China,2250000
Valorant Championship 658,Valorant,FPS,EA Sports,Quarterly,2500000,2025,China,2500000
Valorant Championship 658,Valorant,FPS,EA Sports,Quarterly,2250000,2023,China,2250000
Valorant Championship 658,Valorant,FPS,EA Sports,Quarterly,2250000,2024,China,2250000
Valorant Championship 658,Valorant,FPS,EA Sports,Quarterly,2500000,2025,China,2500000
PUBG Mobile Championship 659,PUBG Mobile,Battle Royale,Psyonix,Annual,3042397,2023,Canada,3042397
PUBG Mobile Championship 659,PUBG Mobile,Battle Royale,Psyonix,Annual,3527452,2024,Canada,3527452
PUBG Mobile Championship 659,PUBG Mobile,Battle Royale,Psyonix,Annual,4504357,2025,Canada,4504357
PUBG Mobile Championship 659,PUBG Mobile,Battle Royale,Psyonix,Annual,3061710,2023,Canada,3061710
PUBG Mobile Championship 659,PUBG Mobile,Battle Royale,Psyonix,Annual,3670564,2024,Canada,3670564
PUBG Mobile Championship 659,PUBG Mobile,Battle Royale,Psyonix,Annual,4564752,2025,Canada,4564752
PUBG Mobile Championship 659,PUBG Mobile,Battle Royale,Psyonix,Annual,2423711,2023,Canada,2423711
PUBG Mobile Championship 659,PUBG Mobile,Battle Royale,Psyonix,Annual,2286316,2024,Canada,2286316
PUBG Mobile Championship 659,PUBG Mobile,Battle Royale,Psyonix,Annual,1943997,2025,Canada,1943997
FIFA 24 Championship 660,FIFA 24,Sports,EA Sports,Annual,3708964,2023,Germany,3708964
FIFA 24 Championship 660,FIFA 24,Sports,EA Sports,Annual,3977363,2024,France,3977363
FIFA 24 Championship 660,FIFA 24,Sports,EA Sports,Annual,3904437,2025,Sweden,3904437
FIFA 24 Championship 660,FIFA 24,Sports,EA Sports,Annual,2902293,2023,China,2902293
FIFA 24 Championship 660,FIFA 24,Sports,EA Sports,Annual,3033667,2024,China,3033667
FIFA 24 Championship 660,FIFA 24,Sports,EA Sports,Annual,2669586,2025,United States,2669586
FIFA 24 Championship 660,FIFA 24,Sports,EA Sports,Annual,2746683,2023,France,2746683
FIFA 24 Championship 660,FIFA 24,Sports,EA Sports,Annual,2514694,2024,United States,2514694
FIFA 24 Championship 660,FIFA 24,Sports,EA Sports,Annual,2359214,2025,China,2359214
Street Fighter Championship 661,Street Fighter,Fighting,Activision,Annual,421475,2023,Canada,421475
Street Fighter Championship 661,Street Fighter,Fighting,Activision,Annual,380317,2024,Canada,380317
Street Fighter Championship 661,Street Fighter,Fighting,Activision,Annual,365625,2025,Canada,365625
Street Fighter Championship 661,Street Fighter,Fighting,Activision,Annual,452543,2023,Canada,452543
Street Fighter Championship 661,Street Fighter,Fighting,Activision,Annual,426165,2024,Canada,426165
Street Fighter Championship 661,Street Fighter,Fighting,Activision,Annual,354186,2025,Canada,354186
Street Fighter Championship 661,Street Fighter,Fighting,Activision,Annual,579752,2023,Canada,579752
Street Fighter Championship 661,Street Fighter,Fighting,Activision,Annual,649662,2024,Canada,649662
Street Fighter Championship 661,Street Fighter,Fighting,Activision,Annual,803409,2025,Canada,803409
Tekken 8 Championship 662,Tekken 8,Fighting,Epic Games,Bi-Annual,1667951,2023,Japan,1667951
Tekken 8 Championship 662,Tekken 8,Fighting,Epic Games,Bi-Annual,1820942,2024,China,1820942
Tekken 8 Championship 662,Tekken 8,Fighting,Epic Games,Bi-Annual,2205342,2025,China,2205342
Tekken 8 Championship 662,Tekken 8,Fighting,Epic Games,Bi-Annual,1502213,2023,United States,1502213
Tekken 8 Championship 662,Tekken 8,Fighting,Epic Games,Bi-Annual,1270597,2024,Canada,1270597
Tekken 8 Championship 662,Tekken 8,Fighting,Epic Games,Bi-Annual,1036072,2025,France,1036072
Tekken 8 Championship 662,Tekken 8,Fighting,Epic Games,Bi-Annual,1957846,2023,United States,1957846
Tekken 8 Championship 662,Tekken 8,Fighting,Epic Games,Bi-Annual,2167640,2024,France,2167640
Tekken 8 Championship 662,Tekken 8,Fighting,Epic Games,Bi-Annual,2052022,2025,China,2052022
Dota 2 Championship 663,Dota 2,MOBA,Krafton,Annual,2693980,2023,Saudi Arabia,2693980
Dota 2 Championship 663,Dota 2,MOBA,Krafton,Annual,2237344,2024,Saudi Arabia,2237344
Dota 2 Championship 663,Dota 2,MOBA,Krafton,Annual,2222232,2025,Saudi Arabia,2222232
Dota 2 Championship 663,Dota 2,MOBA,Krafton,Annual,2425207,2023,Saudi Arabia,2425207
Dota 2 Championship 663,Dota 2,MOBA,Krafton,Annual,2548655,2024,Saudi Arabia,2548655
Dota 2 Championship 663,Dota 2,MOBA,Krafton,Annual,2631157,2025,Saudi Arabia,2631157
Dota 2 Championship 663,Dota 2,MOBA,Krafton,Annual,1770847,2023,Saudi Arabia,1770847
Dota 2 Championship 663,Dota 2,MOBA,Krafton,Annual,1462904,2024,Saudi Arabia,1462904
Dota 2 Championship 663,Dota 2,MOBA,Krafton,Annual,1270232,2025,Saudi Arabia,1270232
PUBG Mobile Championship 664,PUBG Mobile,Battle Royale,Ubisoft,Quarterly,3004579,2023,China,3004579
PUBG Mobile Championship 664,PUBG Mobile,Battle Royale,Ubisoft,Quarterly,2693274,2024,China,2693274
PUBG Mobile Championship 664,PUBG Mobile,Battle Royale,Ubisoft,Quarterly,2528922,2025,China,2528922
PUBG Mobile Championship 664,PUBG Mobile,Battle Royale,Ubisoft,Quarterly,3363882,2023,China,3363882
PUBG Mobile Championship 664,PUBG Mobile,Battle Royale,Ubisoft,Quarterly,3128845,2024,China,3128845
PUBG Mobile Championship 664,PUBG Mobile,Battle Royale,Ubisoft,Quarterly,3215546,2025,China,3215546
PUBG Mobile Championship 664,PUBG Mobile,Battle Royale,Ubisoft,Quarterly,3975826,2023,China,3975826
PUBG Mobile Championship 664,PUBG Mobile,Battle Royale,Ubisoft,Quarterly,3521554,2024,China,3521554
PUBG Mobile Championship 664,PUBG Mobile,Battle Royale,Ubisoft,Quarterly,3517134,2025,China,3517134
Dota 2 Championship 665,Dota 2,MOBA,Riot Games,Annual,5283432,2023,United States,5283432
Dota 2 Championship 665,Dota 2,MOBA,Riot Games,Annual,6118502,2024,United States,6118502
Dota 2 Championship 665,Dota 2,MOBA,Riot Games,Annual,6431445,2025,United States,6431445
Dota 2 Championship 665,Dota 2,MOBA,Riot Games,Annual,5528249,2023,United States,5528249
Dota 2 Championship 665,Dota 2,MOBA,Riot Games,Annual,5709987,2024,United States,5709987
Dota 2 Championship 665,Dota 2,MOBA,Riot Games,Annual,6346704,2025,United States,6346704
Dota 2 Championship 665,Dota 2,MOBA,Riot Games,Annual,5596982,2023,United States,5596982
Dota 2 Championship 665,Dota 2,MOBA,Riot Games,Annual,5592337,2024,United States,5592337
Dota 2 Championship 665,Dota 2,MOBA,Riot Games,Annual,6161079,2025,United States,6161079
League of Legends Championship 666,League of Legends,MOBA,Capcom,Annual,2231964,2023,Japan,2231964
League of Legends Championship 666,League of Legends,MOBA,Capcom,Annual,2407223,2024,Japan,2407223
League of Legends Championship 666,League of Legends,MOBA,Capcom,Annual,2174763,2025,Japan,2174763
League of Legends Championship 666,League of Legends,MOBA,Capcom,Annual,1984364,2023,Germany,1984364
League of Legends Championship 666,League of Legends,MOBA,Capcom,Annual,1763864,2024,Brazil,1763864
League of Legends Championship 666,League of Legends,MOBA,Capcom,Annual,1433155,2025,Japan,1433155
League of Legends Championship 666,League of Legends,MOBA,Capcom,Annual,2786381,2023,France,2786381
League of Legends Championship 666,League of Legends,MOBA,Capcom,Annual,2943292,2024,France,2943292
League of Legends Championship 666,League of Legends,MOBA,Capcom,Annual,3330583,2025,China,3330583
Street Fighter Championship 667,Street Fighter,Fighting,Tencent,Annual,950238,2023,India,950238
Street Fighter Championship 667,Street Fighter,Fighting,Tencent,Annual,975222,2024,India,975222
Street Fighter Championship 667,Street Fighter,Fighting,Tencent,Annual,1111072,2025,India,1111072
Street Fighter Championship 667,Street Fighter,Fighting,Tencent,Annual,1119698,2023,India,1119698
Street Fighter Championship 667,Street Fighter,Fighting,Tencent,Annual,1371808,2024,India,1371808
Street Fighter Championship 667,Street Fighter,Fighting,Tencent,Annual,1534312,2025,India,1534312
Street Fighter Championship 667,Street Fighter,Fighting,Tencent,Annual,811488,2023,India,811488
Street Fighter Championship 667,Street Fighter,Fighting,Tencent,Annual,958009,2024,India,958009
Street Fighter Championship 667,Street Fighter,Fighting,Tencent,Annual,1005733,2025,India,1005733
Tekken 8 Championship 668,Tekken 8,Fighting,Tencent,Quarterly,1351298,2023,China,1351298
Tekken 8 Championship 668,Tekken 8,Fighting,Tencent,Quarterly,1246583,2024,China,1246583
Tekken 8 Championship 668,Tekken 8,Fighting,Tencent,Quarterly,1024500,2025,China,1024500
Tekken 8 Championship 668,Tekken 8,Fighting,Tencent,Quarterly,1419689,2023,China,1419689
Tekken 8 Championship 668,Tekken 8,Fighting,Tencent,Quarterly,1571269,2024,China,1571269
Tekken 8 Championship 668,Tekken 8,Fighting,Tencent,Quarterly,1550453,2025,China,1550453
Tekken 8 Championship 668,Tekken 8,Fighting,Tencent,Quarterly,1339613,2023,China,1339613
Tekken 8 Championship 668,Tekken 8,Fighting,Tencent,Quarterly,1251496,2024,China,1251496
Tekken 8 Championship 668,Tekken 8,Fighting,Tencent,Quarterly,1039297,2025,China,1039297
Counter-Strike 2 Championship 669,Counter-Strike 2,FPS,Riot Games,Quarterly,3263057,2023,France,3263057
Counter-Strike 2 Championship 669,Counter-Strike 2,FPS,Riot Games,Quarterly,2525600,2024,Canada,2525600
Counter-Strike 2 Championship 669,Counter-Strike 2,FPS,Riot Games,Quarterly,2085396,2025,Germany,2085396
Counter-Strike 2 Championship 669,Counter-Strike 2,FPS,Riot Games,Quarterly,3574449,2023,Canada,3574449
Counter-Strike 2 Championship 669,Counter-Strike 2,FPS,Riot Games,Quarterly,3956432,2024,Brazil,3956432
Counter-Strike 2 Championship 669,Counter-Strike 2,FPS,Riot Games,Quarterly,4559862,2025,Germany,4559862
Counter-Strike 2 Championship 669,Counter-Strike 2,FPS,Riot Games,Quarterly,3535467,2023,Japan,3535467
Counter-Strike 2 Championship 669,Counter-Strike 2,FPS,Riot Games,Quarterly,3519530,2024,Sweden,3519530
Counter-Strike 2 Championship 669,Counter-Strike 2,FPS,Riot Games,Quarterly,3949501,2025,China,3949501
League of Legends Championship 670,League of Legends,MOBA,Riot Games,Annual,3685144,2023,India,3685144
League of Legends Championship 670,League of Legends,MOBA,Riot Games,Annual,4080572,2024,India,4080572
League of Legends Championship 670,League of Legends,MOBA,Riot Games,Annual,4546654,2025,India,4546654
League of Legends Championship 670,League of Legends,MOBA,Riot Games,Annual,4300886,2023,India,4300886
League of Legends Championship 670,League of Legends,MOBA,Riot Games,Annual,4584406,2024,India,4584406
League of Legends Championship 670,League of Legends,MOBA,Riot Games,Annual,4828575,2025,India,4828575
League of Legends Championship 670,League of Legends,MOBA,Riot Games,Annual,3992969,2023,India,3992969
League of Legends Championship 670,League of Legends,MOBA,Riot Games,Annual,4556903,2024,India,4556903
League of Legends Championship 670,League of Legends,MOBA,Riot Games,Annual,5193684,2025,India,5193684
Counter-Strike 2 Championship 671,Counter-Strike 2,FPS,Psyonix,Bi-Annual,4452931,2023,China,4452931
Counter-Strike 2 Championship 671,Counter-Strike 2,FPS,Psyonix,Bi-Annual,3862576,2024,China,3862576
Counter-Strike 2 Championship 671,Counter-Strike 2,FPS,Psyonix,Bi-Annual,3351977,2025,China,3351977
Counter-Strike 2 Championship 671,Counter-Strike 2,FPS,Psyonix,Bi-Annual,5901235,2023,China,5901235
Counter-Strike 2 Championship 671,Counter-Strike 2,FPS,Psyonix,Bi-Annual,6472555,2024,China,6472555
Counter-Strike 2 Championship 671,Counter-Strike 2,FPS,Psyonix,Bi-Annual,6652153,2025,China,6652153
Counter-Strike 2 Championship 671,Counter-Strike 2,FPS,Psyonix,Bi-Annual,5167223,2023,China,5167223
Counter-Strike 2 Championship 671,Counter-Strike 2,FPS,Psyonix,Bi-Annual,6183415,2024,China,6183415
Counter-Strike 2 Championship 671,Counter-Strike 2,FPS,Psyonix,Bi-Annual,7667837,2025,China,7667837
Tekken 8 Championship 672,Tekken 8,Fighting,Krafton,Annual,3886275,2023,Canada,3886275
Tekken 8 Championship 672,Tekken 8,Fighting,Krafton,Annual,3552002,2024,Canada,3552002
Tekken 8 Championship 672,Tekken 8,Fighting,Krafton,Annual,3009741,2025,Canada,3009741
Tekken 8 Championship 672,Tekken 8,Fighting,Krafton,Annual,3595096,2023,Canada,3595096
Tekken 8 Championship 672,Tekken 8,Fighting,Krafton,Annual,2964856,2024,Canada,2964856
Tekken 8 Championship 672,Tekken 8,Fighting,Krafton,Annual,2652094,2025,Canada,2652094
Tekken 8 Championship 672,Tekken 8,Fighting,Krafton,Annual,4019759,2023,Canada,4019759
Tekken 8 Championship 672,Tekken 8,Fighting,Krafton,Annual,3313623,2024,Canada,3313623
Tekken 8 Championship 672,Tekken 8,Fighting,Krafton,Annual,2791726,2025,Canada,2791726
PUBG Mobile Championship 673,PUBG Mobile,Battle Royale,Valve,Annual,2267901,2023,India,2267901
PUBG Mobile Championship 673,PUBG Mobile,Battle Royale,Valve,Annual,2087039,2024,India,2087039
PUBG Mobile Championship 673,PUBG Mobile,Battle Royale,Valve,Annual,1818201,2025,India,1818201
PUBG Mobile Championship 673,PUBG Mobile,Battle Royale,Valve,Annual,2802912,2023,India,2802912
PUBG Mobile Championship 673,PUBG Mobile,Battle Royale,Valve,Annual,3299699,2024,India,3299699
PUBG Mobile Championship 673,PUBG Mobile,Battle Royale,Valve,Annual,3684802,2025,India,3684802
PUBG Mobile Championship 673,PUBG Mobile,Battle Royale,Valve,Annual,2277138,2023,India,2277138
PUBG Mobile Championship 673,PUBG Mobile,Battle Royale,Valve,Annual,2864300,2024,India,2864300
PUBG Mobile Championship 673,PUBG Mobile,Battle Royale,Valve,Annual,2811328,2025,India,2811328
FIFA 24 Championship 674,FIFA 24,Sports,Valve,Annual,4842470,2023,United States,4842470
FIFA 24 Championship 674,FIFA 24,Sports,Valve,Annual,5014475,2024,United States,5014475
FIFA 24 Championship 674,FIFA 24,Sports,Valve,Annual,5960243,2025,United States,5960243
FIFA 24 Championship 674,FIFA 24,Sports,Valve,Annual,3177983,2023,United States,3177983
FIFA 24 Championship 674,FIFA 24,Sports,Valve,Annual,2827079,2024,United States,2827079
FIFA 24 Championship 674,FIFA 24,Sports,Valve,Annual,2681378,2025,United States,2681378
FIFA 24 Championship 674,FIFA 24,Sports,Valve,Annual,4380784,2023,United States,4380784
FIFA 24 Championship 674,FIFA 24,Sports,Valve,Annual,4938186,2024,United States,4938186
FIFA 24 Championship 674,FIFA 24,Sports,Valve,Annual,5375455,2025,United States,5375455
Dota 2 Championship 675,Dota 2,MOBA,EA Sports,Annual,319815,2023,Brazil,319815
Dota 2 Championship 675,Dota 2,MOBA,EA Sports,Annual,262311,2024,Brazil,262311
Dota 2 Championship 675,Dota 2,MOBA,EA Sports,Annual,255493,2025,Brazil,255493
Dota 2 Championship 675,Dota 2,MOBA,EA Sports,Annual,423457,2023,Brazil,423457
Dota 2 Championship 675,Dota 2,MOBA,EA Sports,Annual,461261,2024,Brazil,461261
Dota 2 Championship 675,Dota 2,MOBA,EA Sports,Annual,499704,2025,Brazil,499704
Dota 2 Championship 675,Dota 2,MOBA,EA Sports,Annual,459276,2023,Brazil,459276
Dota 2 Championship 675,Dota 2,MOBA,EA Sports,Annual,512069,2024,Brazil,512069
Dota 2 Championship 675,Dota 2,MOBA,EA Sports,Annual,571786,2025,Brazil,571786
Fortnite Championship 676,Fortnite,Battle Royale,Riot Games,Bi-Annual,432624,2023,China,432624
Fortnite Championship 676,Fortnite,Battle Royale,Riot Games,Bi-Annual,384131,2024,China,384131
Fortnite Championship 676,Fortnite,Battle Royale,Riot Games,Bi-Annual,370228,2025,China,370228
Fortnite Championship 676,Fortnite,Battle Royale,Riot Games,Bi-Annual,543403,2023,China,543403
Fortnite Championship 676,Fortnite,Battle Royale,Riot Games,Bi-Annual,593247,2024,China,593247
Fortnite Championship 676,Fortnite,Battle Royale,Riot Games,Bi-Annual,674488,2025,China,674488
Fortnite Championship 676,Fortnite,Battle Royale,Riot Games,Bi-Annual,563328,2023,China,563328
Fortnite Championship 676,Fortnite,Battle Royale,Riot Games,Bi-Annual,584363,2024,China,584363
Fortnite Championship 676,Fortnite,Battle Royale,Riot Games,Bi-Annual,509136,2025,China,509136
Fortnite Championship 677,Fortnite,Battle Royale,EA Sports,Quarterly,4628922,2023,Canada,4628922
Fortnite Championship 677,Fortnite,Battle Royale,EA Sports,Quarterly,5401039,2024,Canada,5401039
Fortnite Championship 677,Fortnite,Battle Royale,EA Sports,Quarterly,6711675,2025,Canada,6711675
Fortnite Championship 677,Fortnite,Battle Royale,EA Sports,Quarterly,4410461,2023,Canada,4410461
Fortnite Championship 677,Fortnite,Battle Royale,EA Sports,Quarterly,4596437,2024,Canada,4596437
Fortnite Championship 677,Fortnite,Battle Royale,EA Sports,Quarterly,4525061,2025,Canada,4525061
Fortnite Championship 677,Fortnite,Battle Royale,EA Sports,Quarterly,3675709,2023,Canada,3675709
Fortnite Championship 677,Fortnite,Battle Royale,EA Sports,Quarterly,3274311,2024,Canada,3274311
Fortnite Championship 677,Fortnite,Battle Royale,EA Sports,Quarterly,3037210,2025,Canada,3037210
League of Legends Championship 678,League of Legends,MOBA,Valve,Quarterly,4539037,2023,Saudi Arabia,4539037
League of Legends Championship 678,League of Legends,MOBA,Valve,Quarterly,5122906,2024,Saudi Arabia,5122906
